"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1983-Q1","Q1-1983","PC","Percentage","0","Units",,,2.053658984,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1983-Q2","Q2-1983","PC","Percentage","0","Units",,,0.888023885,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1983-Q3","Q3-1983","PC","Percentage","0","Units",,,2.66144238,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1983-Q4","Q4-1983","PC","Percentage","0","Units",,,2.738076799,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1984-Q1","Q1-1984","PC","Percentage","0","Units",,,1.339711596,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1984-Q2","Q2-1984","PC","Percentage","0","Units",,,3.188245462,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1984-Q3","Q3-1984","PC","Percentage","0","Units",,,2.709880926,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1984-Q4","Q4-1984","PC","Percentage","0","Units",,,5.099949974,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1985-Q1","Q1-1985","PC","Percentage","0","Units",,,9.062320936,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1985-Q2","Q2-1985","PC","Percentage","0","Units",,,8.302286312,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1985-Q3","Q3-1985","PC","Percentage","0","Units",,,9.914048114,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1985-Q4","Q4-1985","PC","Percentage","0","Units",,,9.367195905,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1986-Q1","Q1-1986","PC","Percentage","0","Units",,,7.327950163,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1986-Q2","Q2-1986","PC","Percentage","0","Units",,,8.20845656,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1986-Q3","Q3-1986","PC","Percentage","0","Units",,,2.439112896,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1986-Q4","Q4-1986","PC","Percentage","0","Units",,,1.890527094,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1987-Q1","Q1-1987","PC","Percentage","0","Units",,,-0.765747653,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1987-Q2","Q2-1987","PC","Percentage","0","Units",,,-1.886296193,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1987-Q3","Q3-1987","PC","Percentage","0","Units",,,0.428031645,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1987-Q4","Q4-1987","PC","Percentage","0","Units",,,-0.119951785,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1988-Q1","Q1-1988","PC","Percentage","0","Units",,,-0.991290969,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1988-Q2","Q2-1988","PC","Percentage","0","Units",,,-2.339825402,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1988-Q3","Q3-1988","PC","Percentage","0","Units",,,-2.226272008,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1988-Q4","Q4-1988","PC","Percentage","0","Units",,,-3.299413581,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1989-Q1","Q1-1989","PC","Percentage","0","Units",,,-1.892108307,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1989-Q2","Q2-1989","PC","Percentage","0","Units",,,-0.449937045,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1989-Q3","Q3-1989","PC","Percentage","0","Units",,,0.294616337,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1989-Q4","Q4-1989","PC","Percentage","0","Units",,,1.218913761,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1990-Q1","Q1-1990","PC","Percentage","0","Units",,,-0.414135002,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1990-Q2","Q2-1990","PC","Percentage","0","Units",,,0.994455267,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1990-Q3","Q3-1990","PC","Percentage","0","Units",,,1.5472879,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1990-Q4","Q4-1990","PC","Percentage","0","Units",,,0.725414031,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1991-Q1","Q1-1991","PC","Percentage","0","Units",,,3.782175814,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1991-Q2","Q2-1991","PC","Percentage","0","Units",,,0.238004796,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1991-Q3","Q3-1991","PC","Percentage","0","Units",,,1.739192037,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1991-Q4","Q4-1991","PC","Percentage","0","Units",,,1.991811705,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1992-Q1","Q1-1992","PC","Percentage","0","Units",,,1.152968704,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1992-Q2","Q2-1992","PC","Percentage","0","Units",,,4.188056962,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1992-Q3","Q3-1992","PC","Percentage","0","Units",,,-0.077175269,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1992-Q4","Q4-1992","PC","Percentage","0","Units",,,1.994278756,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1993-Q1","Q1-1993","PC","Percentage","0","Units",,,2.180186328,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1993-Q2","Q2-1993","PC","Percentage","0","Units",,,0.817240478,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1993-Q3","Q3-1993","PC","Percentage","0","Units",,,3.9023937,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1993-Q4","Q4-1993","PC","Percentage","0","Units",,,4.020244025,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1994-Q1","Q1-1994","PC","Percentage","0","Units",,,4.313745465,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1994-Q2","Q2-1994","PC","Percentage","0","Units",,,4.160747706,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1994-Q3","Q3-1994","PC","Percentage","0","Units",,,3.71111434,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1994-Q4","Q4-1994","PC","Percentage","0","Units",,,1.982954608,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1995-Q1","Q1-1995","PC","Percentage","0","Units",,,2.200061851,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1995-Q2","Q2-1995","PC","Percentage","0","Units",,,4.031887086,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1995-Q3","Q3-1995","PC","Percentage","0","Units",,,4.171651523,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1995-Q4","Q4-1995","PC","Percentage","0","Units",,,4.339491581,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1996-Q1","Q1-1996","PC","Percentage","0","Units",,,6.512783488,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1996-Q2","Q2-1996","PC","Percentage","0","Units",,,4.968604827,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1996-Q3","Q3-1996","PC","Percentage","0","Units",,,6.285468927,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1996-Q4","Q4-1996","PC","Percentage","0","Units",,,6.385855542,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1997-Q1","Q1-1997","PC","Percentage","0","Units",,,2.216950099,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1997-Q2","Q2-1997","PC","Percentage","0","Units",,,3.609907919,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1997-Q3","Q3-1997","PC","Percentage","0","Units",,,2.765109295,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1997-Q4","Q4-1997","PC","Percentage","0","Units",,,3.683796921,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1998-Q1","Q1-1998","PC","Percentage","0","Units",,,3.950576349,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1998-Q2","Q2-1998","PC","Percentage","0","Units",,,4.376692082,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1998-Q3","Q3-1998","PC","Percentage","0","Units",,,2.419790275,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1998-Q4","Q4-1998","PC","Percentage","0","Units",,,0.924019837,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1999-Q1","Q1-1999","PC","Percentage","0","Units",,,4.802848217,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1999-Q2","Q2-1999","PC","Percentage","0","Units",,,0.98069767,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1999-Q3","Q3-1999","PC","Percentage","0","Units",,,3.842898961,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1999-Q4","Q4-1999","PC","Percentage","0","Units",,,5.607398651,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2000-Q1","Q1-2000","PC","Percentage","0","Units",,,3.343403827,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2000-Q2","Q2-2000","PC","Percentage","0","Units",,,6.544982573,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2000-Q3","Q3-2000","PC","Percentage","0","Units",,,4.549037421,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2000-Q4","Q4-2000","PC","Percentage","0","Units",,,2.434913152,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2001-Q1","Q1-2001","PC","Percentage","0","Units",,,2.262500271,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2001-Q2","Q2-2001","PC","Percentage","0","Units",,,1.38771755,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2001-Q3","Q3-2001","PC","Percentage","0","Units",,,1.772814012,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2001-Q4","Q4-2001","PC","Percentage","0","Units",,,3.706751001,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2002-Q1","Q1-2002","PC","Percentage","0","Units",,,3.03067521,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2002-Q2","Q2-2002","PC","Percentage","0","Units",,,1.799758016,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2002-Q3","Q3-2002","PC","Percentage","0","Units",,,3.267065668,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2002-Q4","Q4-2002","PC","Percentage","0","Units",,,3.67591154,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2003-Q1","Q1-2003","PC","Percentage","0","Units",,,2.555544137,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2003-Q2","Q2-2003","PC","Percentage","0","Units",,,3.531751927,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2003-Q3","Q3-2003","PC","Percentage","0","Units",,,3.184780494,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2003-Q4","Q4-2003","PC","Percentage","0","Units",,,2.907486529,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2004-Q1","Q1-2004","PC","Percentage","0","Units",,,5.407788626,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2004-Q2","Q2-2004","PC","Percentage","0","Units",,,6.229023334,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2004-Q3","Q3-2004","PC","Percentage","0","Units",,,5.011115737,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2004-Q4","Q4-2004","PC","Percentage","0","Units",,,4.025577171,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2005-Q1","Q1-2005","PC","Percentage","0","Units",,,4.436391568,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2005-Q2","Q2-2005","PC","Percentage","0","Units",,,4.499795498,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2005-Q3","Q3-2005","PC","Percentage","0","Units",,,6.191836979,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2005-Q4","Q4-2005","PC","Percentage","0","Units",,,4.519105114,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2006-Q1","Q1-2006","PC","Percentage","0","Units",,,4.593829988,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2006-Q2","Q2-2006","PC","Percentage","0","Units",,,5.217725401,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2006-Q3","Q3-2006","PC","Percentage","0","Units",,,4.33523772,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2006-Q4","Q4-2006","PC","Percentage","0","Units",,,6.070580021,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2007-Q1","Q1-2007","PC","Percentage","0","Units",,,5.787626885,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2007-Q2","Q2-2007","PC","Percentage","0","Units",,,4.853527356,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2007-Q3","Q3-2007","PC","Percentage","0","Units",,,5.149655317,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2007-Q4","Q4-2007","PC","Percentage","0","Units",,,5.53139472,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2008-Q1","Q1-2008","PC","Percentage","0","Units",,,4.777652734,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2008-Q2","Q2-2008","PC","Percentage","0","Units",,,3.768641414,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2008-Q3","Q3-2008","PC","Percentage","0","Units",,,0.530070505,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2008-Q4","Q4-2008","PC","Percentage","0","Units",,,-1.346405978,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2009-Q1","Q1-2009","PC","Percentage","0","Units",,,-3.436417483,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2009-Q2","Q2-2009","PC","Percentage","0","Units",,,-1.605269348,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2009-Q3","Q3-2009","PC","Percentage","0","Units",,,1.38765134,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2009-Q4","Q4-2009","PC","Percentage","0","Units",,,3.114708093,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,5.546864582,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,3.255585626,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,3.023019933,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,2.977767628,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,1.807867474,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,2.657446283,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,2.046712998,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,2.525000911,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,3.337237774,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,3.697132272,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,4.018516577,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,3.045925926,,
