"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1980-Q1","Q1-1980","PC","Percentage","0","Units",,,3.881396125,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1980-Q2","Q2-1980","PC","Percentage","0","Units",,,-2.042801026,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1980-Q3","Q3-1980","PC","Percentage","0","Units",,,-1.801471099,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1980-Q4","Q4-1980","PC","Percentage","0","Units",,,2.159624147,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1981-Q1","Q1-1981","PC","Percentage","0","Units",,,1.693172147,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1981-Q2","Q2-1981","PC","Percentage","0","Units",,,0.414882336,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1981-Q3","Q3-1981","PC","Percentage","0","Units",,,-1.247105515,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1981-Q4","Q4-1981","PC","Percentage","0","Units",,,-0.025564972,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1982-Q1","Q1-1982","PC","Percentage","0","Units",,,0.700604368,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1982-Q2","Q2-1982","PC","Percentage","0","Units",,,0.01010283,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1982-Q3","Q3-1982","PC","Percentage","0","Units",,,-0.029486364,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1982-Q4","Q4-1982","PC","Percentage","0","Units",,,0.319802929,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1983-Q1","Q1-1983","PC","Percentage","0","Units",,,1.892555549,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1983-Q2","Q2-1983","PC","Percentage","0","Units",,,1.103167097,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1983-Q3","Q3-1983","PC","Percentage","0","Units",,,1.38234478,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1983-Q4","Q4-1983","PC","Percentage","0","Units",,,0.037273945,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1984-Q1","Q1-1984","PC","Percentage","0","Units",,,2.682463541,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1984-Q2","Q2-1984","PC","Percentage","0","Units",,,0.620679855,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1984-Q3","Q3-1984","PC","Percentage","0","Units",,,2.895367311,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1984-Q4","Q4-1984","PC","Percentage","0","Units",,,2.077149881,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1985-Q1","Q1-1985","PC","Percentage","0","Units",,,1.960690155,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1985-Q2","Q2-1985","PC","Percentage","0","Units",,,-1.373830807,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1985-Q3","Q3-1985","PC","Percentage","0","Units",,,2.907229393,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1985-Q4","Q4-1985","PC","Percentage","0","Units",,,0.964978631,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1986-Q1","Q1-1986","PC","Percentage","0","Units",,,1.874972711,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1986-Q2","Q2-1986","PC","Percentage","0","Units",,,-1.356155484,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1986-Q3","Q3-1986","PC","Percentage","0","Units",,,2.610107478,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1986-Q4","Q4-1986","PC","Percentage","0","Units",,,0.547564819,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1987-Q1","Q1-1987","PC","Percentage","0","Units",,,-0.418688258,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1987-Q2","Q2-1987","PC","Percentage","0","Units",,,2.197283666,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1987-Q3","Q3-1987","PC","Percentage","0","Units",,,-2.607621844,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1987-Q4","Q4-1987","PC","Percentage","0","Units",,,1.813583314,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1988-Q1","Q1-1988","PC","Percentage","0","Units",,,-0.37338757,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1988-Q2","Q2-1988","PC","Percentage","0","Units",,,-1.533099202,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1988-Q3","Q3-1988","PC","Percentage","0","Units",,,0.844981495,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1988-Q4","Q4-1988","PC","Percentage","0","Units",,,0.143202542,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1989-Q1","Q1-1989","PC","Percentage","0","Units",,,-0.653577383,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1989-Q2","Q2-1989","PC","Percentage","0","Units",,,1.17940318,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1989-Q3","Q3-1989","PC","Percentage","0","Units",,,0.972886657,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1989-Q4","Q4-1989","PC","Percentage","0","Units",,,0.700081257,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1990-Q1","Q1-1990","PC","Percentage","0","Units",,,-0.363767302,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1990-Q2","Q2-1990","PC","Percentage","0","Units",,,1.080264384,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1990-Q3","Q3-1990","PC","Percentage","0","Units",,,-0.983428603,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1990-Q4","Q4-1990","PC","Percentage","0","Units",,,2.677670275,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1991-Q1","Q1-1991","PC","Percentage","0","Units",,,0.848660489,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1991-Q2","Q2-1991","PC","Percentage","0","Units",,,0.522850829,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1991-Q3","Q3-1991","PC","Percentage","0","Units",,,-0.244288273,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1991-Q4","Q4-1991","PC","Percentage","0","Units",,,0.733193119,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1992-Q1","Q1-1992","PC","Percentage","0","Units",,,2.126588807,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1992-Q2","Q2-1992","PC","Percentage","0","Units",,,0.521493005,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1992-Q3","Q3-1992","PC","Percentage","0","Units",,,1.310034822,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1992-Q4","Q4-1992","PC","Percentage","0","Units",,,-0.715831064,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1993-Q1","Q1-1993","PC","Percentage","0","Units",,,-0.657955685,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1993-Q2","Q2-1993","PC","Percentage","0","Units",,,1.736165313,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1993-Q3","Q3-1993","PC","Percentage","0","Units",,,1.992487571,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1993-Q4","Q4-1993","PC","Percentage","0","Units",,,3.557989504,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1994-Q1","Q1-1994","PC","Percentage","0","Units",,,-1.140091879,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1994-Q2","Q2-1994","PC","Percentage","0","Units",,,2.328807905,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1994-Q3","Q3-1994","PC","Percentage","0","Units",,,-1.358435673,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1994-Q4","Q4-1994","PC","Percentage","0","Units",,,3.952007956,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1995-Q1","Q1-1995","PC","Percentage","0","Units",,,-0.781159062,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1995-Q2","Q2-1995","PC","Percentage","0","Units",,,0.872547564,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1995-Q3","Q3-1995","PC","Percentage","0","Units",,,2.356398183,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1995-Q4","Q4-1995","PC","Percentage","0","Units",,,1.233719659,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1996-Q1","Q1-1996","PC","Percentage","0","Units",,,1.510334003,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1996-Q2","Q2-1996","PC","Percentage","0","Units",,,-0.137003578,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1996-Q3","Q3-1996","PC","Percentage","0","Units",,,3.332387583,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1996-Q4","Q4-1996","PC","Percentage","0","Units",,,-1.604256587,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1997-Q1","Q1-1997","PC","Percentage","0","Units",,,2.685025115,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1997-Q2","Q2-1997","PC","Percentage","0","Units",,,2.412160057,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1997-Q3","Q3-1997","PC","Percentage","0","Units",,,-0.107436238,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1997-Q4","Q4-1997","PC","Percentage","0","Units",,,1.412751042,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1998-Q1","Q1-1998","PC","Percentage","0","Units",,,0.964863384,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1998-Q2","Q2-1998","PC","Percentage","0","Units",,,1.133135065,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1998-Q3","Q3-1998","PC","Percentage","0","Units",,,-1.793672171,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1998-Q4","Q4-1998","PC","Percentage","0","Units",,,0.511439293,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1999-Q1","Q1-1999","PC","Percentage","0","Units",,,0.723084018,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1999-Q2","Q2-1999","PC","Percentage","0","Units",,,0.045625462,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1999-Q3","Q3-1999","PC","Percentage","0","Units",,,2.054725586,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1999-Q4","Q4-1999","PC","Percentage","0","Units",,,1.720275022,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2000-Q1","Q1-2000","PC","Percentage","0","Units",,,1.478193689,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2000-Q2","Q2-2000","PC","Percentage","0","Units",,,-1.444122002,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2000-Q3","Q3-2000","PC","Percentage","0","Units",,,0.970594383,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2000-Q4","Q4-2000","PC","Percentage","0","Units",,,0.039302633,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2001-Q1","Q1-2001","PC","Percentage","0","Units",,,1.169918607,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2001-Q2","Q2-2001","PC","Percentage","0","Units",,,-0.177712299,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2001-Q3","Q3-2001","PC","Percentage","0","Units",,,1.231055685,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2001-Q4","Q4-2001","PC","Percentage","0","Units",,,0.869051216,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2002-Q1","Q1-2002","PC","Percentage","0","Units",,,-1.027914667,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2002-Q2","Q2-2002","PC","Percentage","0","Units",,,2.077768669,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2002-Q3","Q3-2002","PC","Percentage","0","Units",,,-1.484075443,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2002-Q4","Q4-2002","PC","Percentage","0","Units",,,1.1292031,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2003-Q1","Q1-2003","PC","Percentage","0","Units",,,0.023837248,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2003-Q2","Q2-2003","PC","Percentage","0","Units",,,-0.476198042,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2003-Q3","Q3-2003","PC","Percentage","0","Units",,,1.405098525,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2003-Q4","Q4-2003","PC","Percentage","0","Units",,,0.03205752,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2004-Q1","Q1-2004","PC","Percentage","0","Units",,,3.542651452,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2004-Q2","Q2-2004","PC","Percentage","0","Units",,,0.205877883,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2004-Q3","Q3-2004","PC","Percentage","0","Units",,,-1.154684096,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2004-Q4","Q4-2004","PC","Percentage","0","Units",,,0.982498333,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2005-Q1","Q1-2005","PC","Percentage","0","Units",,,1.63008417,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2005-Q2","Q2-2005","PC","Percentage","0","Units",,,0.524406373,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2005-Q3","Q3-2005","PC","Percentage","0","Units",,,0.82956188,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2005-Q4","Q4-2005","PC","Percentage","0","Units",,,0.2250289,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2006-Q1","Q1-2006","PC","Percentage","0","Units",,,0.639986084,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2006-Q2","Q2-2006","PC","Percentage","0","Units",,,0.124976235,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2006-Q3","Q3-2006","PC","Percentage","0","Units",,,1.026181709,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2006-Q4","Q4-2006","PC","Percentage","0","Units",,,1.830283737,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2007-Q1","Q1-2007","PC","Percentage","0","Units",,,0.07525144,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2007-Q2","Q2-2007","PC","Percentage","0","Units",,,-0.001676729,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2007-Q3","Q3-2007","PC","Percentage","0","Units",,,1.283235265,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2007-Q4","Q4-2007","PC","Percentage","0","Units",,,1.088181546,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2008-Q1","Q1-2008","PC","Percentage","0","Units",,,-1.256361804,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2008-Q2","Q2-2008","PC","Percentage","0","Units",,,0.049883456,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2008-Q3","Q3-2008","PC","Percentage","0","Units",,,-0.182729802,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2008-Q4","Q4-2008","PC","Percentage","0","Units",,,0.313240545,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2009-Q1","Q1-2009","PC","Percentage","0","Units",,,-0.825737962,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2009-Q2","Q2-2009","PC","Percentage","0","Units",,,-0.879611379,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2009-Q3","Q3-2009","PC","Percentage","0","Units",,,0.064386328,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2009-Q4","Q4-2009","PC","Percentage","0","Units",,,0.053340238,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,1.951186058,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,-1.062964293,,
"NOR","Norway","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,-2.481539827,,
